Geo_Name,Geo_Code,Mid_Year_Ending,Gender,Age,Population_Estimate
Northern Ireland,N92000002,1971,All persons,0,31371
Northern Ireland,N92000002,1971,All persons,1,31389
Northern Ireland,N92000002,1971,All persons,2,31578
Northern Ireland,N92000002,1971,All persons,3,31835
Northern Ireland,N92000002,1971,All persons,4,31605
Northern Ireland,N92000002,1971,All persons,5,32476
Northern Ireland,N92000002,1971,All persons,6,33161
Northern Ireland,N92000002,1971,All persons,7,32509
Northern Ireland,N92000002,1971,All persons,8,31330
Northern Ireland,N92000002,1971,All persons,9,30222
Northern Ireland,N92000002,1971,All persons,10,29219
Northern Ireland,N92000002,1971,All persons,11,28210
Northern Ireland,N92000002,1971,All persons,12,27213
Northern Ireland,N92000002,1971,All persons,13,27323
Northern Ireland,N92000002,1971,All persons,14,27172
Northern Ireland,N92000002,1971,All persons,15,26131
Northern Ireland,N92000002,1971,All persons,16,25297
Northern Ireland,N92000002,1971,All persons,17,25580
Northern Ireland,N92000002,1971,All persons,18,24406
Northern Ireland,N92000002,1971,All persons,19,24386
Northern Ireland,N92000002,1971,All persons,20,25510
Northern Ireland,N92000002,1971,All persons,21,25092
Northern Ireland,N92000002,1971,All persons,22,24351
Northern Ireland,N92000002,1971,All persons,23,23390
Northern Ireland,N92000002,1971,All persons,24,22578
Northern Ireland,N92000002,1971,All persons,25,21002
Northern Ireland,N92000002,1971,All persons,26,20602
Northern Ireland,N92000002,1971,All persons,27,20764
Northern Ireland,N92000002,1971,All persons,28,20560
Northern Ireland,N92000002,1971,All persons,29,18572
Northern Ireland,N92000002,1971,All persons,30,17689
Northern Ireland,N92000002,1971,All persons,31,17726
Northern Ireland,N92000002,1971,All persons,32,17779
Northern Ireland,N92000002,1971,All persons,33,17224
Northern Ireland,N92000002,1971,All persons,34,17350
Northern Ireland,N92000002,1971,All persons,35,16993
Northern Ireland,N92000002,1971,All persons,36,16355
Northern Ireland,N92000002,1971,All persons,37,16136
Northern Ireland,N92000002,1971,All persons,38,16289
Northern Ireland,N92000002,1971,All persons,39,16164
Northern Ireland,N92000002,1971,All persons,40,16560
Northern Ireland,N92000002,1971,All persons,41,16524
Northern Ireland,N92000002,1971,All persons,42,16349
Northern Ireland,N92000002,1971,All persons,43,16288
Northern Ireland,N92000002,1971,All persons,44,16938
Northern Ireland,N92000002,1971,All persons,45,16668
Northern Ireland,N92000002,1971,All persons,46,16351
Northern Ireland,N92000002,1971,All persons,47,16722
Northern Ireland,N92000002,1971,All persons,48,16923
Northern Ireland,N92000002,1971,All persons,49,17432
Northern Ireland,N92000002,1971,All persons,50,17791
Northern Ireland,N92000002,1971,All persons,51,17694
Northern Ireland,N92000002,1971,All persons,52,16139
Northern Ireland,N92000002,1971,All persons,53,14567
Northern Ireland,N92000002,1971,All persons,54,14645
Northern Ireland,N92000002,1971,All persons,55,15100
Northern Ireland,N92000002,1971,All persons,56,15878
Northern Ireland,N92000002,1971,All persons,57,15718
Northern Ireland,N92000002,1971,All persons,58,15714
Northern Ireland,N92000002,1971,All persons,59,15297
Northern Ireland,N92000002,1971,All persons,60,15851
Northern Ireland,N92000002,1971,All persons,61,15324
Northern Ireland,N92000002,1971,All persons,62,14949
Northern Ireland,N92000002,1971,All persons,63,14372
Northern Ireland,N92000002,1971,All persons,64,14002
Northern Ireland,N92000002,1971,All persons,65,13012
Northern Ireland,N92000002,1971,All persons,66,12452
Northern Ireland,N92000002,1971,All persons,67,11865
Northern Ireland,N92000002,1971,All persons,68,11302
Northern Ireland,N92000002,1971,All persons,69,10648
Northern Ireland,N92000002,1971,All persons,70,10534
Northern Ireland,N92000002,1971,All persons,71,10157
Northern Ireland,N92000002,1971,All persons,72,9366
Northern Ireland,N92000002,1971,All persons,73,8662
Northern Ireland,N92000002,1971,All persons,74,8253
Northern Ireland,N92000002,1971,All persons,75,7922
Northern Ireland,N92000002,1971,All persons,76,7164
Northern Ireland,N92000002,1971,All persons,77,6399
Northern Ireland,N92000002,1971,All persons,78,5798
Northern Ireland,N92000002,1971,All persons,79,5047
Northern Ireland,N92000002,1971,All persons,80,4528
Northern Ireland,N92000002,1971,All persons,81,4083
Northern Ireland,N92000002,1971,All persons,82,4151
Northern Ireland,N92000002,1971,All persons,83,3091
Northern Ireland,N92000002,1971,All persons,84,2627
Northern Ireland,N92000002,1971,All persons,85,1985
Northern Ireland,N92000002,1971,All persons,86,1711
Northern Ireland,N92000002,1971,All persons,87,1228
Northern Ireland,N92000002,1971,All persons,88,1018
Northern Ireland,N92000002,1971,All persons,89,811
Northern Ireland,N92000002,1971,All persons,90,2264
Northern Ireland,N92000002,1971,Females,0,15485
Northern Ireland,N92000002,1971,Females,1,15432
Northern Ireland,N92000002,1971,Females,2,15540
Northern Ireland,N92000002,1971,Females,3,15566
Northern Ireland,N92000002,1971,Females,4,15418
Northern Ireland,N92000002,1971,Females,5,15711
Northern Ireland,N92000002,1971,Females,6,16110
Northern Ireland,N92000002,1971,Females,7,15888
Northern Ireland,N92000002,1971,Females,8,15256
Northern Ireland,N92000002,1971,Females,9,14962
Northern Ireland,N92000002,1971,Females,10,14457
Northern Ireland,N92000002,1971,Females,11,13971
Northern Ireland,N92000002,1971,Females,12,13500
Northern Ireland,N92000002,1971,Females,13,13556
Northern Ireland,N92000002,1971,Females,14,13417
Northern Ireland,N92000002,1971,Females,15,12468
Northern Ireland,N92000002,1971,Females,16,11951
Northern Ireland,N92000002,1971,Females,17,11982
Northern Ireland,N92000002,1971,Females,18,12195
Northern Ireland,N92000002,1971,Females,19,12181
Northern Ireland,N92000002,1971,Females,20,12047
Northern Ireland,N92000002,1971,Females,21,12025
Northern Ireland,N92000002,1971,Females,22,11843
Northern Ireland,N92000002,1971,Females,23,11519
Northern Ireland,N92000002,1971,Females,24,11177
Northern Ireland,N92000002,1971,Females,25,10530
Northern Ireland,N92000002,1971,Females,26,10454
Northern Ireland,N92000002,1971,Females,27,10495
Northern Ireland,N92000002,1971,Females,28,10326
Northern Ireland,N92000002,1971,Females,29,9220
Northern Ireland,N92000002,1971,Females,30,8784
Northern Ireland,N92000002,1971,Females,31,8835
Northern Ireland,N92000002,1971,Females,32,8853
Northern Ireland,N92000002,1971,Females,33,8474
Northern Ireland,N92000002,1971,Females,34,8530
Northern Ireland,N92000002,1971,Females,35,8560
Northern Ireland,N92000002,1971,Females,36,8264
Northern Ireland,N92000002,1971,Females,37,8133
Northern Ireland,N92000002,1971,Females,38,8326
Northern Ireland,N92000002,1971,Females,39,8180
Northern Ireland,N92000002,1971,Females,40,8408
Northern Ireland,N92000002,1971,Females,41,8444
Northern Ireland,N92000002,1971,Females,42,8297
Northern Ireland,N92000002,1971,Females,43,8333
Northern Ireland,N92000002,1971,Females,44,8612
Northern Ireland,N92000002,1971,Females,45,8649
Northern Ireland,N92000002,1971,Females,46,8405
Northern Ireland,N92000002,1971,Females,47,8700
Northern Ireland,N92000002,1971,Females,48,8757
Northern Ireland,N92000002,1971,Females,49,9003
Northern Ireland,N92000002,1971,Females,50,9204
Northern Ireland,N92000002,1971,Females,51,9140
Northern Ireland,N92000002,1971,Females,52,8354
Northern Ireland,N92000002,1971,Females,53,7613
Northern Ireland,N92000002,1971,Females,54,7603
Northern Ireland,N92000002,1971,Females,55,7904
Northern Ireland,N92000002,1971,Females,56,8432
Northern Ireland,N92000002,1971,Females,57,8282
Northern Ireland,N92000002,1971,Females,58,8314
Northern Ireland,N92000002,1971,Females,59,8046
Northern Ireland,N92000002,1971,Females,60,8254
Northern Ireland,N92000002,1971,Females,61,7907
Northern Ireland,N92000002,1971,Females,62,7738
Northern Ireland,N92000002,1971,Females,63,7511
Northern Ireland,N92000002,1971,Females,64,7443
Northern Ireland,N92000002,1971,Females,65,7277
Northern Ireland,N92000002,1971,Females,66,7042
Northern Ireland,N92000002,1971,Females,67,6685
Northern Ireland,N92000002,1971,Females,68,6396
Northern Ireland,N92000002,1971,Females,69,6147
Northern Ireland,N92000002,1971,Females,70,6087
Northern Ireland,N92000002,1971,Females,71,5920
Northern Ireland,N92000002,1971,Females,72,5449
Northern Ireland,N92000002,1971,Females,73,5036
Northern Ireland,N92000002,1971,Females,74,5024
Northern Ireland,N92000002,1971,Females,75,4814
Northern Ireland,N92000002,1971,Females,76,4347
Northern Ireland,N92000002,1971,Females,77,4002
Northern Ireland,N92000002,1971,Females,78,3593
Northern Ireland,N92000002,1971,Females,79,3136
Northern Ireland,N92000002,1971,Females,80,2768
Northern Ireland,N92000002,1971,Females,81,2521
Northern Ireland,N92000002,1971,Females,82,2650
Northern Ireland,N92000002,1971,Females,83,2023
Northern Ireland,N92000002,1971,Females,84,1739
Northern Ireland,N92000002,1971,Females,85,1335
Northern Ireland,N92000002,1971,Females,86,1164
Northern Ireland,N92000002,1971,Females,87,869
Northern Ireland,N92000002,1971,Females,88,684
Northern Ireland,N92000002,1971,Females,89,539
Northern Ireland,N92000002,1971,Females,90,1579
Northern Ireland,N92000002,1971,Males,0,15886
Northern Ireland,N92000002,1971,Males,1,15957
Northern Ireland,N92000002,1971,Males,2,16038
Northern Ireland,N92000002,1971,Males,3,16269
Northern Ireland,N92000002,1971,Males,4,16187
Northern Ireland,N92000002,1971,Males,5,16765
Northern Ireland,N92000002,1971,Males,6,17051
Northern Ireland,N92000002,1971,Males,7,16621
Northern Ireland,N92000002,1971,Males,8,16074
Northern Ireland,N92000002,1971,Males,9,15260
Northern Ireland,N92000002,1971,Males,10,14762
Northern Ireland,N92000002,1971,Males,11,14239
Northern Ireland,N92000002,1971,Males,12,13713
Northern Ireland,N92000002,1971,Males,13,13767
Northern Ireland,N92000002,1971,Males,14,13755
Northern Ireland,N92000002,1971,Males,15,13663
Northern Ireland,N92000002,1971,Males,16,13346
Northern Ireland,N92000002,1971,Males,17,13598
Northern Ireland,N92000002,1971,Males,18,12211
Northern Ireland,N92000002,1971,Males,19,12205
Northern Ireland,N92000002,1971,Males,20,13463
Northern Ireland,N92000002,1971,Males,21,13067
Northern Ireland,N92000002,1971,Males,22,12508
Northern Ireland,N92000002,1971,Males,23,11871
Northern Ireland,N92000002,1971,Males,24,11401
Northern Ireland,N92000002,1971,Males,25,10472
Northern Ireland,N92000002,1971,Males,26,10148
Northern Ireland,N92000002,1971,Males,27,10269
Northern Ireland,N92000002,1971,Males,28,10234
Northern Ireland,N92000002,1971,Males,29,9352
Northern Ireland,N92000002,1971,Males,30,8905
Northern Ireland,N92000002,1971,Males,31,8891
Northern Ireland,N92000002,1971,Males,32,8926
Northern Ireland,N92000002,1971,Males,33,8750
Northern Ireland,N92000002,1971,Males,34,8820
Northern Ireland,N92000002,1971,Males,35,8433
Northern Ireland,N92000002,1971,Males,36,8091
Northern Ireland,N92000002,1971,Males,37,8003
Northern Ireland,N92000002,1971,Males,38,7963
Northern Ireland,N92000002,1971,Males,39,7984
Northern Ireland,N92000002,1971,Males,40,8152
Northern Ireland,N92000002,1971,Males,41,8080
Northern Ireland,N92000002,1971,Males,42,8052
Northern Ireland,N92000002,1971,Males,43,7955
Northern Ireland,N92000002,1971,Males,44,8326
Northern Ireland,N92000002,1971,Males,45,8019
Northern Ireland,N92000002,1971,Males,46,7946
Northern Ireland,N92000002,1971,Males,47,8022
Northern Ireland,N92000002,1971,Males,48,8166
Northern Ireland,N92000002,1971,Males,49,8429
Northern Ireland,N92000002,1971,Males,50,8587
Northern Ireland,N92000002,1971,Males,51,8554
Northern Ireland,N92000002,1971,Males,52,7785
Northern Ireland,N92000002,1971,Males,53,6954
Northern Ireland,N92000002,1971,Males,54,7042
Northern Ireland,N92000002,1971,Males,55,7196
Northern Ireland,N92000002,1971,Males,56,7446
Northern Ireland,N92000002,1971,Males,57,7436
Northern Ireland,N92000002,1971,Males,58,7400
Northern Ireland,N92000002,1971,Males,59,7251
Northern Ireland,N92000002,1971,Males,60,7597
Northern Ireland,N92000002,1971,Males,61,7417
Northern Ireland,N92000002,1971,Males,62,7211
Northern Ireland,N92000002,1971,Males,63,6861
Northern Ireland,N92000002,1971,Males,64,6559
Northern Ireland,N92000002,1971,Males,65,5735
Northern Ireland,N92000002,1971,Males,66,5410
Northern Ireland,N92000002,1971,Males,67,5180
Northern Ireland,N92000002,1971,Males,68,4906
Northern Ireland,N92000002,1971,Males,69,4501
Northern Ireland,N92000002,1971,Males,70,4447
Northern Ireland,N92000002,1971,Males,71,4237
Northern Ireland,N92000002,1971,Males,72,3917
Northern Ireland,N92000002,1971,Males,73,3626
Northern Ireland,N92000002,1971,Males,74,3229
Northern Ireland,N92000002,1971,Males,75,3108
Northern Ireland,N92000002,1971,Males,76,2817
Northern Ireland,N92000002,1971,Males,77,2397
Northern Ireland,N92000002,1971,Males,78,2205
Northern Ireland,N92000002,1971,Males,79,1911
Northern Ireland,N92000002,1971,Males,80,1760
Northern Ireland,N92000002,1971,Males,81,1562
Northern Ireland,N92000002,1971,Males,82,1501
Northern Ireland,N92000002,1971,Males,83,1068
Northern Ireland,N92000002,1971,Males,84,888
Northern Ireland,N92000002,1971,Males,85,650
Northern Ireland,N92000002,1971,Males,86,547
Northern Ireland,N92000002,1971,Males,87,359
Northern Ireland,N92000002,1971,Males,88,334
Northern Ireland,N92000002,1971,Males,89,272
Northern Ireland,N92000002,1971,Males,90,685
Northern Ireland,N92000002,1972,All persons,0,30508
Northern Ireland,N92000002,1972,All persons,1,30765
Northern Ireland,N92000002,1972,All persons,2,30876
Northern Ireland,N92000002,1972,All persons,3,31077
Northern Ireland,N92000002,1972,All persons,4,31339
Northern Ireland,N92000002,1972,All persons,5,31369
Northern Ireland,N92000002,1972,All persons,6,32248
Northern Ireland,N92000002,1972,All persons,7,32930
Northern Ireland,N92000002,1972,All persons,8,32283
Northern Ireland,N92000002,1972,All persons,9,31097
Northern Ireland,N92000002,1972,All persons,10,30145
Northern Ireland,N92000002,1972,All persons,11,29142
Northern Ireland,N92000002,1972,All persons,12,28140
Northern Ireland,N92000002,1972,All persons,13,27136
Northern Ireland,N92000002,1972,All persons,14,27241
Northern Ireland,N92000002,1972,All persons,15,26389
Northern Ireland,N92000002,1972,All persons,16,25358
Northern Ireland,N92000002,1972,All persons,17,24884
Northern Ireland,N92000002,1972,All persons,18,23281
Northern Ireland,N92000002,1972,All persons,19,23736
Northern Ireland,N92000002,1972,All persons,20,24780
Northern Ireland,N92000002,1972,All persons,21,24340
Northern Ireland,N92000002,1972,All persons,22,23911
Northern Ireland,N92000002,1972,All persons,23,23183
Northern Ireland,N92000002,1972,All persons,24,22229
Northern Ireland,N92000002,1972,All persons,25,22268
Northern Ireland,N92000002,1972,All persons,26,20847
Northern Ireland,N92000002,1972,All persons,27,20439
Northern Ireland,N92000002,1972,All persons,28,20600
Northern Ireland,N92000002,1972,All persons,29,20394
Northern Ireland,N92000002,1972,All persons,30,18250
Northern Ireland,N92000002,1972,All persons,31,17621
Northern Ireland,N92000002,1972,All persons,32,17665
Northern Ireland,N92000002,1972,All persons,33,17713
Northern Ireland,N92000002,1972,All persons,34,17164
Northern Ireland,N92000002,1972,All persons,35,17274
Northern Ireland,N92000002,1972,All persons,36,16966
Northern Ireland,N92000002,1972,All persons,37,16328
Northern Ireland,N92000002,1972,All persons,38,16103
Northern Ireland,N92000002,1972,All persons,39,16261
Northern Ireland,N92000002,1972,All persons,40,16031
Northern Ireland,N92000002,1972,All persons,41,16536
Northern Ireland,N92000002,1972,All persons,42,16487
Northern Ireland,N92000002,1972,All persons,43,16319
Northern Ireland,N92000002,1972,All persons,44,16254
Northern Ireland,N92000002,1972,All persons,45,16750
Northern Ireland,N92000002,1972,All persons,46,16519
Northern Ireland,N92000002,1972,All persons,47,16212
Northern Ireland,N92000002,1972,All persons,48,16566
Northern Ireland,N92000002,1972,All persons,49,16773
Northern Ireland,N92000002,1972,All persons,50,17139
Northern Ireland,N92000002,1972,All persons,51,17516
Northern Ireland,N92000002,1972,All persons,52,17395
Northern Ireland,N92000002,1972,All persons,53,15826
Northern Ireland,N92000002,1972,All persons,54,14276
Northern Ireland,N92000002,1972,All persons,55,14349
Northern Ireland,N92000002,1972,All persons,56,14827
Northern Ireland,N92000002,1972,All persons,57,15575
Northern Ireland,N92000002,1972,All persons,58,15381
Northern Ireland,N92000002,1972,All persons,59,15354
Northern Ireland,N92000002,1972,All persons,60,15565
Northern Ireland,N92000002,1972,All persons,61,15696
Northern Ireland,N92000002,1972,All persons,62,15121
Northern Ireland,N92000002,1972,All persons,63,14709
Northern Ireland,N92000002,1972,All persons,64,14130
Northern Ireland,N92000002,1972,All persons,65,13204
Northern Ireland,N92000002,1972,All persons,66,12611
Northern Ireland,N92000002,1972,All persons,67,12091
Northern Ireland,N92000002,1972,All persons,68,11419
Northern Ireland,N92000002,1972,All persons,69,10875
Northern Ireland,N92000002,1972,All persons,70,10225
Northern Ireland,N92000002,1972,All persons,71,10041
Northern Ireland,N92000002,1972,All persons,72,9671
Northern Ireland,N92000002,1972,All persons,73,8811
Northern Ireland,N92000002,1972,All persons,74,8185
Northern Ireland,N92000002,1972,All persons,75,7651
Northern Ireland,N92000002,1972,All persons,76,7300
Northern Ireland,N92000002,1972,All persons,77,6573
Northern Ireland,N92000002,1972,All persons,78,5823
Northern Ireland,N92000002,1972,All persons,79,5235
Northern Ireland,N92000002,1972,All persons,80,4563
Northern Ireland,N92000002,1972,All persons,81,4060
Northern Ireland,N92000002,1972,All persons,82,3639
Northern Ireland,N92000002,1972,All persons,83,3644
Northern Ireland,N92000002,1972,All persons,84,2625
Northern Ireland,N92000002,1972,All persons,85,2209
Northern Ireland,N92000002,1972,All persons,86,1610
Northern Ireland,N92000002,1972,All persons,87,1379
Northern Ireland,N92000002,1972,All persons,88,935
Northern Ireland,N92000002,1972,All persons,89,788
Northern Ireland,N92000002,1972,All persons,90,2224
Northern Ireland,N92000002,1972,Females,0,14646
Northern Ireland,N92000002,1972,Females,1,15144
Northern Ireland,N92000002,1972,Females,2,15134
Northern Ireland,N92000002,1972,Females,3,15253
Northern Ireland,N92000002,1972,Females,4,15282
Northern Ireland,N92000002,1972,Females,5,15297
Northern Ireland,N92000002,1972,Females,6,15593
Northern Ireland,N92000002,1972,Females,7,15993
Northern Ireland,N92000002,1972,Females,8,15774
Northern Ireland,N92000002,1972,Females,9,15138
Northern Ireland,N92000002,1972,Females,10,14919
Northern Ireland,N92000002,1972,Females,11,14417
Northern Ireland,N92000002,1972,Females,12,13933
Northern Ireland,N92000002,1972,Females,13,13458
Northern Ireland,N92000002,1972,Females,14,13513
Northern Ireland,N92000002,1972,Females,15,13075
Northern Ireland,N92000002,1972,Females,16,12131
Northern Ireland,N92000002,1972,Females,17,11618
Northern Ireland,N92000002,1972,Females,18,11629
Northern Ireland,N92000002,1972,Females,19,11851
Northern Ireland,N92000002,1972,Females,20,11465
Northern Ireland,N92000002,1972,Females,21,11328
Northern Ireland,N92000002,1972,Females,22,11300
Northern Ireland,N92000002,1972,Females,23,11122
Northern Ireland,N92000002,1972,Females,24,10802
Northern Ireland,N92000002,1972,Females,25,10870
Northern Ireland,N92000002,1972,Females,26,10235
Northern Ireland,N92000002,1972,Females,27,10157
Northern Ireland,N92000002,1972,Females,28,10195
Northern Ireland,N92000002,1972,Females,29,10026
Northern Ireland,N92000002,1972,Females,30,9071
Northern Ireland,N92000002,1972,Females,31,8633
Northern Ireland,N92000002,1972,Females,32,8688
Northern Ireland,N92000002,1972,Females,33,8700
Northern Ireland,N92000002,1972,Females,34,8328
Northern Ireland,N92000002,1972,Females,35,8461
Northern Ireland,N92000002,1972,Females,36,8490
Northern Ireland,N92000002,1972,Females,37,8194
Northern Ireland,N92000002,1972,Females,38,8059
Northern Ireland,N92000002,1972,Females,39,8252
Northern Ireland,N92000002,1972,Females,40,8145
Northern Ireland,N92000002,1972,Females,41,8368
Northern Ireland,N92000002,1972,Females,42,8403
Northern Ireland,N92000002,1972,Females,43,8257
Northern Ireland,N92000002,1972,Females,44,8296
Northern Ireland,N92000002,1972,Females,45,8514
Northern Ireland,N92000002,1972,Females,46,8542
Northern Ireland,N92000002,1972,Females,47,8310
Northern Ireland,N92000002,1972,Females,48,8605
Northern Ireland,N92000002,1972,Females,49,8657
Northern Ireland,N92000002,1972,Females,50,8845
Northern Ireland,N92000002,1972,Females,51,9052
Northern Ireland,N92000002,1972,Females,52,8975
Northern Ireland,N92000002,1972,Females,53,8195
Northern Ireland,N92000002,1972,Females,54,7461
Northern Ireland,N92000002,1972,Females,55,7468
Northern Ireland,N92000002,1972,Females,56,7770
Northern Ireland,N92000002,1972,Females,57,8289
Northern Ireland,N92000002,1972,Females,58,8110
Northern Ireland,N92000002,1972,Females,59,8151
Northern Ireland,N92000002,1972,Females,60,7992
Northern Ireland,N92000002,1972,Females,61,8184
Northern Ireland,N92000002,1972,Females,62,7826
Northern Ireland,N92000002,1972,Females,63,7647
Northern Ireland,N92000002,1972,Females,64,7400
Northern Ireland,N92000002,1972,Females,65,7288
Northern Ireland,N92000002,1972,Females,66,7104
Northern Ireland,N92000002,1972,Females,67,6875
Northern Ireland,N92000002,1972,Females,68,6479
Northern Ireland,N92000002,1972,Females,69,6221
Northern Ireland,N92000002,1972,Females,70,5974
Northern Ireland,N92000002,1972,Females,71,5852
Northern Ireland,N92000002,1972,Females,72,5694
Northern Ireland,N92000002,1972,Females,73,5174
Northern Ireland,N92000002,1972,Females,74,4808
Northern Ireland,N92000002,1972,Females,75,4704
Northern Ireland,N92000002,1972,Females,76,4476
Northern Ireland,N92000002,1972,Females,77,4039
Northern Ireland,N92000002,1972,Females,78,3691
Northern Ireland,N92000002,1972,Females,79,3294
Northern Ireland,N92000002,1972,Females,80,2887
Northern Ireland,N92000002,1972,Females,81,2499
Northern Ireland,N92000002,1972,Females,82,2276
Northern Ireland,N92000002,1972,Females,83,2362
Northern Ireland,N92000002,1972,Females,84,1763
Northern Ireland,N92000002,1972,Females,85,1500
Northern Ireland,N92000002,1972,Females,86,1113
Northern Ireland,N92000002,1972,Females,87,974
Northern Ireland,N92000002,1972,Females,88,683
Northern Ireland,N92000002,1972,Females,89,534
Northern Ireland,N92000002,1972,Females,90,1568
Northern Ireland,N92000002,1972,Males,0,15862
Northern Ireland,N92000002,1972,Males,1,15621
Northern Ireland,N92000002,1972,Males,2,15742
Northern Ireland,N92000002,1972,Males,3,15824
Northern Ireland,N92000002,1972,Males,4,16057
Northern Ireland,N92000002,1972,Males,5,16072
Northern Ireland,N92000002,1972,Males,6,16655
Northern Ireland,N92000002,1972,Males,7,16937
Northern Ireland,N92000002,1972,Males,8,16509
Northern Ireland,N92000002,1972,Males,9,15959
Northern Ireland,N92000002,1972,Males,10,15226
Northern Ireland,N92000002,1972,Males,11,14725
Northern Ireland,N92000002,1972,Males,12,14207
Northern Ireland,N92000002,1972,Males,13,13678
Northern Ireland,N92000002,1972,Males,14,13728
Northern Ireland,N92000002,1972,Males,15,13314
Northern Ireland,N92000002,1972,Males,16,13227
Northern Ireland,N92000002,1972,Males,17,13266
Northern Ireland,N92000002,1972,Males,18,11652
Northern Ireland,N92000002,1972,Males,19,11885
Northern Ireland,N92000002,1972,Males,20,13315
Northern Ireland,N92000002,1972,Males,21,13012
Northern Ireland,N92000002,1972,Males,22,12611
Northern Ireland,N92000002,1972,Males,23,12061
Northern Ireland,N92000002,1972,Males,24,11427
Northern Ireland,N92000002,1972,Males,25,11398
Northern Ireland,N92000002,1972,Males,26,10612
Northern Ireland,N92000002,1972,Males,27,10282
Northern Ireland,N92000002,1972,Males,28,10405
Northern Ireland,N92000002,1972,Males,29,10368
Northern Ireland,N92000002,1972,Males,30,9179
Northern Ireland,N92000002,1972,Males,31,8988
Northern Ireland,N92000002,1972,Males,32,8977
Northern Ireland,N92000002,1972,Males,33,9013
Northern Ireland,N92000002,1972,Males,34,8836
Northern Ireland,N92000002,1972,Males,35,8813
Northern Ireland,N92000002,1972,Males,36,8476
Northern Ireland,N92000002,1972,Males,37,8134
Northern Ireland,N92000002,1972,Males,38,8044
Northern Ireland,N92000002,1972,Males,39,8009
Northern Ireland,N92000002,1972,Males,40,7886
Northern Ireland,N92000002,1972,Males,41,8168
Northern Ireland,N92000002,1972,Males,42,8084
Northern Ireland,N92000002,1972,Males,43,8062
Northern Ireland,N92000002,1972,Males,44,7958
Northern Ireland,N92000002,1972,Males,45,8236
Northern Ireland,N92000002,1972,Males,46,7977
Northern Ireland,N92000002,1972,Males,47,7902
Northern Ireland,N92000002,1972,Males,48,7961
Northern Ireland,N92000002,1972,Males,49,8116
Northern Ireland,N92000002,1972,Males,50,8294
Northern Ireland,N92000002,1972,Males,51,8464
Northern Ireland,N92000002,1972,Males,52,8420
Northern Ireland,N92000002,1972,Males,53,7631
Northern Ireland,N92000002,1972,Males,54,6815
Northern Ireland,N92000002,1972,Males,55,6881
Northern Ireland,N92000002,1972,Males,56,7057
Northern Ireland,N92000002,1972,Males,57,7286
Northern Ireland,N92000002,1972,Males,58,7271
Northern Ireland,N92000002,1972,Males,59,7203
Northern Ireland,N92000002,1972,Males,60,7573
Northern Ireland,N92000002,1972,Males,61,7512
Northern Ireland,N92000002,1972,Males,62,7295
Northern Ireland,N92000002,1972,Males,63,7062
Northern Ireland,N92000002,1972,Males,64,6730
Northern Ireland,N92000002,1972,Males,65,5916
Northern Ireland,N92000002,1972,Males,66,5507
Northern Ireland,N92000002,1972,Males,67,5216
Northern Ireland,N92000002,1972,Males,68,4940
Northern Ireland,N92000002,1972,Males,69,4654
Northern Ireland,N92000002,1972,Males,70,4251
Northern Ireland,N92000002,1972,Males,71,4189
Northern Ireland,N92000002,1972,Males,72,3977
Northern Ireland,N92000002,1972,Males,73,3637
Northern Ireland,N92000002,1972,Males,74,3377
Northern Ireland,N92000002,1972,Males,75,2947
Northern Ireland,N92000002,1972,Males,76,2824
Northern Ireland,N92000002,1972,Males,77,2534
Northern Ireland,N92000002,1972,Males,78,2132
Northern Ireland,N92000002,1972,Males,79,1941
Northern Ireland,N92000002,1972,Males,80,1676
Northern Ireland,N92000002,1972,Males,81,1561
Northern Ireland,N92000002,1972,Males,82,1363
Northern Ireland,N92000002,1972,Males,83,1282
Northern Ireland,N92000002,1972,Males,84,862
Northern Ireland,N92000002,1972,Males,85,709
Northern Ireland,N92000002,1972,Males,86,497
Northern Ireland,N92000002,1972,Males,87,405
Northern Ireland,N92000002,1972,Males,88,252
Northern Ireland,N92000002,1972,Males,89,254
Northern Ireland,N92000002,1972,Males,90,656
Northern Ireland,N92000002,1973,All persons,0,29256
Northern Ireland,N92000002,1973,All persons,1,29794
Northern Ireland,N92000002,1973,All persons,2,30132
Northern Ireland,N92000002,1973,All persons,3,30254
Northern Ireland,N92000002,1973,All persons,4,30461
Northern Ireland,N92000002,1973,All persons,5,30988
Northern Ireland,N92000002,1973,All persons,6,31024
Northern Ireland,N92000002,1973,All persons,7,31896
Northern Ireland,N92000002,1973,All persons,8,32582
Northern Ireland,N92000002,1973,All persons,9,31932
Northern Ireland,N92000002,1973,All persons,10,30911
Northern Ireland,N92000002,1973,All persons,11,29963
Northern Ireland,N92000002,1973,All persons,12,28970
Northern Ireland,N92000002,1973,All persons,13,27965
Northern Ireland,N92000002,1973,All persons,14,26956
Northern Ireland,N92000002,1973,All persons,15,26345
Northern Ireland,N92000002,1973,All persons,16,25505
Northern Ireland,N92000002,1973,All persons,17,24905
Northern Ireland,N92000002,1973,All persons,18,22453
Northern Ireland,N92000002,1973,All persons,19,22512
Northern Ireland,N92000002,1973,All persons,20,24276
Northern Ireland,N92000002,1973,All persons,21,23360
Northern Ireland,N92000002,1973,All persons,22,22912
Northern Ireland,N92000002,1973,All persons,23,22497
Northern Ireland,N92000002,1973,All persons,24,21777
Northern Ireland,N92000002,1973,All persons,25,21666
Northern Ireland,N92000002,1973,All persons,26,21927
